Address,Average Total stCELO,Average Total stCELO in USD,Contract
0xffd0349365668b23bca576be07f383351ed99370,154.86583063939608,83.15330711957918,""
0x0fba83a04d487beb8564efb1863c11500ba00557,150.00014158758543,86.31615647523097,""
0xe9a19a362103200513bbf12f86625c5fc5a54da5,149.55698511135995,81.54059659365541,""
0xd81e101a3123c447efb5cfbc88fa598601b852a1,148.67340543023508,106.76141326925774,""
0xf447b405fc7b41ddfef3cf66ec790eabd6b26a47,147.7684130348144,112.91043547355382,""
0xaee4720042b41d65fa8a2273274fb32aa25f2ae5,147.70956601681615,113.15217449935193,""
0x3e4d9c41cadd24f24bc65ec2fd156c1c7d2e655b,146.69690596245644,86.22783684782972,""
0xd1f7f9ae6389f0316508ea6f1a75680f649df45d,144.46787873044389,83.23875938924512,""
0x2942b101c4179949caf012f883d72f6151796188,142.3424790729822,81.17830086171477,""
0x076729ae0d6eaf1525ef32600cb611477ba4b8d3,141.82985942403386,100.360832063554,""
0xd541463231e27cfbd9b0b562c23859bad6113bfc,136.65175130053098,83.34472302870162,""
0x121b3d909d5c4553ea4f519272a982d735e768b0,135.30591121152037,75.00422724131548,""
0x5d3569869d3ecfb0f61bc5f72514dbb3e5eeda94,129.70704708541183,79.2029882203556,""
0xac9187181f698cce7230cc4da4e3615b6a7138c3,125.90683918215854,64.61786718425391,""
0x8ed93e2a1f9a593434a8299b542849dd2a13a6a5,123.6810185468825,76.18212730057283,""
0x44909bdd05dda8a13c681414cf684bf148d5f411,123.5003204280471,68.28048665729739,""
0x16bc994c868c71cbae479850a8181142c5980a64,117.49353672338948,89.7772813844888,""
0x23c04d705d1c1ebb23329ecaa9c26e42d88fb902,116.49357154461036,67.64169660292714,""
0x9a03484aca9c6ef684d60c8b2efa83009918faa3,116.3200870720157,67.13959357073557,""
0x3ed68cc51886aae368a7497e8cc6d393534f2def,112.78638190651404,65.91653468229734,""
0x5fe41d84e29c6581d50c6cd84cc3dffa467cb847,111.99844298011502,68.15901656007284,""
0x24c629b59533cf5a704c87998f6223b002338449,110.28779530147825,70.27405971255833,""
0x1bee9340b560b8ea71821b0434ff02a2c46dcc97,108.94019041719255,61.31839513611288,""
0x0ba99799080fed90ac8f464e5ca2ed488c7a33a4,108.8204905765074,67.34915396648722,""
0x6b4ad86fe228a763dc551fbadc81df876c71e8fd,107.72869863767538,42.30236673754918,""
0x50a976575f8c3f8d46ac3a002e79665bfc206ee6,107.63992238485008,63.00760264755804,""
0xa313befb6819069175c8302e32b3661ec0011ee3,106.92722351399874,51.096100458768085,""
0x4dbbc28aeb85f60f0a1be65226ce2ef6e5c65e21,105.73144812840255,60.84215737673204,""
0x2c71883c42052c1b2a6aa7f0b82ad38c7c10d139,105.65997882323187,59.57886206898162,""
0xead883e02a6222778abdf6147abd719039420128,103.96581243994522,56.68364045574287,""
0x9fd89e525e5011eab27fe9ed1c3a20211a0cdf2c,103.42362297704413,56.35051036872014,""
0xc4f7291c8759ce2c2a57ce2fc5ddadf9732ce61e,102.35065864859791,57.922685615827575,""
0x819e90ea77324d89e10f973225c85782853a7f49,99.48550772389693,57.24799030739308,""
0x420eb07d9894566a68841e13968b54eddbd74d1c,99.09900922883023,57.02558342014267,""
0xdcd52c20904d32635fd543cb061efb1f1b9938e6,99.06500809913761,57.98421132437217,""
0x508c60824e480343b3925b1c8ad8b4e237773531,98.75451716942469,56.82734873723234,""
0x6813baab234a64d2bb461b344cd5d769bca64a69,98.64136592550273,57.68629862298417,""
0x27a0388da4efe824f2c146f40381865393e11a33,98.57767067826468,56.725584103935965,""
0xf5f9517a4913629b4a65a155de797402a6695809,97.99399802007612,56.397370587072814,""
0xb9c52290ee78bc1cba1b80e5f662038b471f249b,97.14362824605945,68.62429900920955,""
0xa5ceafa5ec0737302b2660f44981956b087a2ca4,97.1413413785233,58.67242306454962,""
0xba92007014935a3fd443771329a00a9051187edc,97.08833238556014,53.67790594433133,""
0x7d6a63d9ca9df5c227b74bd80770ecb04b77a6e3,94.95452667630889,55.38890978110807,""
0x01a94f469706282e1e2206e3b043c446fa0fb5d4,93.38919750252984,62.47912884610551,""
0x29a6520a99656e5b17a34471d5d458efd3696695,92.83841204611991,56.689900980039795,""
0x98c1265c08c81bee4a59e63e474c7e083ec74e15,92.6633360038337,65.45932648316422,""
0xfbd189d2576e7a5b509a3ce1239bb5b519c27435,92.58306947866788,51.771705974668244,""
0x59512b1910240339c0b5c4577b4c7f75a5b2e597,89.54053741837674,49.26679750915693,""
0x2019a6e7aa880bdbb76e66b17b44c4796e993f7d,88.32553488169611,67.57561443684621,""
0xc4e599ba73c02a4cbc06493fe09fdc00be725783,86.99814109783004,47.70542445684217,""
0x58b6a61310f81cc93b099d2498010afc6fbd7a21,86.71336947275258,50.34989786580051,""
0x64d2a545d7f0d4c0ba041cad6034b24c27b48b3c,86.37831302938753,49.70557963878727,""
0x44ccf8c72a87ec0b82423ac9cc8287f95833057e,84.69780746915032,51.55104650860258,""
0xe37f6e92e995223ba1cb4725898adc590f86f7da,84.01134821880581,40.18640836372467,""
0x60a0a52680600f23f846d7e319610f1bd614645f,83.14924742240721,47.84744451137373,""
0x78e87757861185ec5e8c0ef6bf0c69fa7832df6c,82.51202805098855,63.127848605096034,""
0x887aceb13a7ae7748dd159267997c41e6f4025ec,80.21833836210185,45.39747623437259,""
0x1427d79f8f00080debedf2e43f349108906cc3a0,79.49175573694856,46.15668618189462,""
0xbabcc67de97309afd42ce4d3a17bb31ae4422b5b,79.47345581437693,46.146060378307055,""
0x22f0751a8250d5b216689eb16540753a935c7285,79.36073285896207,46.08060808038829,""
0x775ad94f8927d6069f4ace199de407c4434a07c8,75.89982768255793,41.35413074592612,""
0xca8e8b7e78be17b3542a9379d42a81b7ce8733c3,75.53995146093196,57.2086714399076,""
0x587657ca5064a7e364503b7a3d2f549fe3820225,75.09886745396923,43.2149298371458,""
0xa243d6382fc0aec080908be2371efe49dca3da10,74.24995050786866,44.84624616973522,""
0x3242e92b36dedd95719c3e39ed564fee69c5ef72,74.06032171488336,40.819726528244466,""
0xa43601eb85b50295cf2a2b44554f6c16e2549ad5,73.51398556168529,34.71038792746718,""
0x660b4ac6c45d8d710d14735b005835754bbbafb8,73.02176543531426,37.85198781136003,""
0x7bfdd645f2ef2e8deb06c8057f00aa3347ef9c63,72.4602122102662,45.9181089378579,""
0x54a2630557f6a9f3fe6ffb33e2c5c5b8e6cd6245,72.03059916073649,41.81963682197596,""
0xacd9d97330757c24dec654439f4d37cf18b35401,71.03554380164147,40.87672884298847,""
0xaa8959918abb9e4a08b5a2d49320e49712e76ed8,70.89177580424867,40.22452924414014,""
0x7d67291e2be89c77a48cfad7473fc13f15595c59,68.8196410649617,39.74817053902282,""
0xc025201bd8dade7e95526327e1297ccedac8828e,67.76021370790993,36.919250314618964,""
0x983902329ebe24073b07340b54dd80e44e7217ed,66.91965063400309,38.08969480594036,""
0x0077dd5c5de9bce018bf9cdddf4fc1f72ed07f84,66.57255597990775,36.18375528740099,""
0x4b097d42bf7f0629d7c5c2b005c85ff967c0dba4,65.58774438638231,36.29720115865639,""
0x9adb52e044f989ed1855b18b4dd0b5427977e189,65.13441270564647,35.40209047765871,""
0x982e1cf58668368ffaac4accfbbc6f95325c4a0c,64.62739911041635,40.95444744366995,""
0x772cbce9f3860560b3ba6239bc534a103e0a30ab,64.62739911041635,48.94426816829161,""
0x0044d9a129b110f1a33833cd4a64bfbbfc293ad8,64.55737956920753,40.910075990386375,""
0x28288fa0696aacece303b20205165a75ad082a01,64.46765738526938,48.823290967586054,""
0x4b323bad943180d7dc2b2137ae6be1f073fa411b,63.192493541399436,48.3469653999394,""
0x90e0d37f59b4d3202880d2fb17f3e50b7056f762,63.03147224826538,48.22377211460551,""
0xc01b0763e8d970ab410b5658ff0a715407ff3f89,62.68488008967807,34.37324951968353,""
0xf2c33029a738ecca8156696fc3602f377e9cb971,62.520303184708546,26.67853873437246,""
0xb356178cbb7525adc659cdcf58814fdbbdb564b2,62.51066534674388,33.97602186765749,""
0x2741acb77d4e4d7fddd9144233f0a08f60171ad1,62.261119953014614,43.412126237319015,""
0xc8f14fa832e2d5121edf80e720e43c19c544e66c,61.65240579208085,47.156986632167985,""
0x21fd8a80b419a6095f396312e95dd8351a40a5ea,60.382364073356484,37.370729660310026,""
0x67b4060662679fa807626df262e602cba4305366,59.8000675469267,32.50274799334877,""
0x7097f5a40c039521fa6dca8277a9e10d1740f6e3,59.5034302610942,34.24068366115919,""
0xec828e4969d8ce29fec8dbf6c9111a53b4924060,59.13740784822028,34.838674887096445,""
0x3a11eb7cb41a2cd5f63e95474b19d0bec5555881,58.92409495522645,45.138508319976445,""
0x92906468a4639e5bfff0b220e5594cd274f38615,58.767902279300486,44.90478920322262,""
0x88e55d3683c09d7750d78bf0cc3d5d3ad46e1146,56.77327759369032,32.68273746775722,""
0xf8b6703dfd89090d55f82fedd44c9f8fa6612093,56.65918572138256,32.642736160841764,""
0xaf6e09a9d2d69a03c21f13236a3eb1713b2d4376,55.854041345051854,32.1406774786173,""
0x2e42935079e584f58e010eff7cb67c1ef0282319,55.70201755770968,26.617691840770398,""
0x7b893278ce940767f3df5801b035e90d0e608960,55.051688905190325,29.143411320323448,""
0x576714e2cadc5ff9aa70bf2c25ba56c051391676,54.669848621587356,28.086634729340503,""
0x837adcdf766b8147006a739181e8cf8b4cf8c33a,53.66160229892438,31.43848146166048,""
0xaf0993547811960f8098da70f77be23dde85a69e,53.03493840610966,30.518451473880948,""
0x8d8f069f43b7d73ccc0f57e57d5309096ee092ba,52.88325316300338,26.250911393383003,""
0xf17f6066980f8368bc180be9a7ca92512ccdaca2,52.267308187359035,33.327206423730935,""
0xe3a2a53e6bc71bc5ec34313b5aa783f4733bc419,52.249261520047455,28.887414961419275,""
0x76403a85edf090e8ca56863f3900a42bd756386a,51.30023174718463,29.5202310067158,""
0x8024db740a6eef70b36a0517bfcc46d98406ef77,51.00685074910409,29.857132122525407,""
0x0e74c5db18d4ca1ba9bdcd36b50c46fd6f57b725,50.69828325842786,38.787963714800064,""
0x5e969af7fdca48a9769e108756ad5de86d085990,50.61145387869341,21.596818376208294,""
0xdec9aa5d543b2afa5d5bf391883403cb219ad5b6,50.31678431087307,30.933213550235212,""
0x43ba812d4265336a103af294016dee1f0e815923,49.48416229990485,28.475191095938403,""
0x5ac1cf26edf0c87a7122e02213baf073e167fbfd,49.45727990952459,28.45972187977679,""
0x1ec1788f1db4e44e484c6e04497b231e692aad6d,48.87865905265014,34.08108493239178,""
0xa0bde263c939f2d03dd6b1c3b5272fbbf8f93a0c,48.24070332603522,30.325810615596588,""
0x59ca75d497702251ae552e30e513d146fbed69bc,48.15846431212623,24.919350546180116,""
0xfd4c12a749a1b96a982f8429c2f4b37f134950f8,47.17998765215616,36.09620546297955,""
0x52e6d0e44d2f82987d65011baeca1e599b1cca7b,46.69179385351522,27.331290555055688,""
0x53aff2dd35c2dbff8c5535d86b74092ea0a634c3,46.033352011621325,26.48945509824338,""
0xf8df8c462c939f4f37ada0195b6ce50959659661,45.99132050682019,29.144745796492458,""
0xf23102909b67e197b8376f99cfc8207ededdb3d6,45.67345333160207,26.28235482186375,""
0x8a26c9fac68a608cbec8e2abd4292c04f71fdde0,44.804354121296406,26.300491901856898,""
0xe446ae713732d6aa1a20005aaa22f6851193eb9d,44.736980290206176,26.187030010100393,""
0xb590714449fdf44034c47febbf4c130f5fb7ff5e,44.65391462488757,22.883568358243007,""
0x7943cc60c7ca5ea3ef4f1431dba21c0cae9672bb,44.3089354532357,31.30076249181021,""
0x2164dbc6226ebb6d486f561cf3cf0f3d6e04259b,44.13928481003444,25.151453525369888,""
0x9ad0ab36b72a2fe8727bec31883de350555688d5,43.32459228818929,23.75703708661486,""
0xaaaa98da5138a6399532c0972bdd0afa70a39489,42.863825118672054,25.598631518279078,""
0x303b8b6fc6f45b3d163f53451dde40e34794ea3e,42.822952091815544,25.027317651684392,""
0xe77a0532de8ac992793149e8502d4f21bd6e3185,42.636994004139666,27.167780935509743,""
0x97ccd344cd5be1b5c031287c8b5912618d5b21d4,42.33459644514132,24.201237315809177,""
0x507cc427c8fba38b81e891549189e6718862af45,42.248990334749735,24.891064825970115,""
0xd72ee0de8c19c0c806ec242f2f3442a62b92765e,42.18989586686991,23.747128544654274,""
0xacff517a7a76eaf0436e19a8e714f69dc721a82b,41.08599767938961,23.48745621052946,""
0x61de3a78797802911f9a731ba74074a874b0b81a,40.10004608373917,30.674961669255516,""
0x82235497d6c5453f5b750c59916a4f9a3b44f919,39.83800920532015,22.924403936114025,""
0xa7008dfa174d1c47dc2b2520181275223f088f95,39.80558860167971,22.713724117346192,""
0x525f6c462153ad04aa8896dd14ea21f85882a01e,39.69778592163777,23.237310710755583,""
0xd9126550eccbafcef2058e14d12c01948a4c199f,39.31137246336654,22.639472860667816,""
0x6670c23c0654952f983e0d3eb77a92fd9483b828,38.997993003044115,16.64114557827298,""
0x1eb65a21dde08c90258c41ba038ca13f0560462e,38.92390397698757,29.779686373241773,""
0x1fb6dbd449ee1cfa9db8cd4287141833a0c9c8ec,38.54044264990748,22.03224967634697,""
0x493fdca1b0acd3fc4f3fad6ecaccbc1d6353d8e3,37.344423044137564,20.646872579373643,""
0xa904e2cde2f31e4a3f626f0d9054726dbca4695e,36.80709371049342,22.52060432223395,""
0xeff39906070b24908d7b12d91251f6845375744d,36.5180080684704,23.268836525132517,""
0xfe416058c6b2a836a42c3d2eaf0aea15c3d65a89,36.446565747724904,22.7834042870863,""
0x9eb390e733cb07f71682d9d65dca3aaa704d5212,36.446565747724904,22.7834042870863,""
0xf69722d1d070fa043d8d6c7d059bdbd571d148ab,36.13480710102141,27.610750645118863,""
0x2997ea57e14f7a4bee6680daa9d76d8782031c1d,35.78209238195645,20.96349344440111,""
0xbf32f479c1919f4e4f1a34289653ab947ecadedf,35.54283713397977,22.2286849130492,""
0x8a75dbc5ebfd988dcb909ad90f21408b830ba582,35.4659567822115,25.05389665604663,""
0x941b715c5afd8f789987c870fd5d18a8fb51cc54,35.45887486066715,21.211924448149418,""
0xcb2119b561782df3afaeade4c718d11b09f42918,35.30437057976241,20.315564658603776,""
0xe4e0c2895931826df58da01f4c80686bb4d24ab7,35.09293199883229,21.918610129729934,""
0x6b4503caba0e89ca764cf912a707dbd33eceff00,34.99637679694112,20.485315805432403,""
0x4fdd38b26730523ca43ac53a8d36734ce2c52887,34.862424208049504,18.48999641421513,""
0x2411170bff3077b1a11a6c33a6b68187b1c26ffa,34.8371838641162,20.046726501358965,""
0x0261842bddb13418fae2b7567fc340baa585b950,34.73188979223604,26.538775917806728,""
0xd3154ab7622a092c44a1d141666ef9d99f1d150c,34.56448246281891,24.417076265866996,""
0x80e309c224ba674ed2d0f27e85a37dd4cbea9998,34.22453588957455,21.181613176407932,""
0x3bde884876dba4e4382c3b9dfa148f642009ed7c,33.11380214572252,19.055022863635642,""
0x85b78de0089100d1ed81c01f8fa72aea045a8363,32.52849757823911,15.095391442808163,""
0x720c293071a9e084c3a8c82f42c98065be546fcc,31.66718894621544,24.197025742559003,""
0x08092fd3ec6e55caf7fd79e1ded5a910e886e67d,31.166989262189052,16.939994204946338,""
0xd2234713dbfbef19dec794e7d4eef6bd0785726d,30.270430892249575,16.452693572106703,""
0xb8ac6ef01a6191c8689ad756b4a41dcad7021390,30.208808253825982,16.419200213829214,""
0x42dc3896f7b64c5cc0f69d3c57b8da60b8c4a810,30.175827186005794,17.662952096483142,""
0x41a7a854c123495b870f5cd68eccbc6f88050c80,30.14084968762118,17.643107115847393,""
0xe454774fbbaf27982a8b2ede7de66c186a661c38,30.03181518273295,17.5792831868937,""
0x759b98b4342c50297848fb6af9913204fe1ebd19,29.92555793361573,13.058807266761605,""
0xd312862706fa2ae22ac4e93ec7252c0e1a58a788,29.834942017949846,17.16823395228006,""
0x0d44ce75cb96ff2802512041d9f038598f6459a0,29.75098841463578,17.2072708979649,""
0x99e5f8ec4f84aa329c2e7e34804576fb3fb7c01c,29.61399521864052,17.041092215612107,""
0x0d19a35ba6fd888a3bc37fdbc3f32e77f896a1a9,29.586531234183713,17.025288326664285,""
0xf0c4fcdd2f7859dc309c90d35aca0b53702d279e,29.423508999120937,22.511176435747952,""
0xdd6abc3051af9b099ecf269b7a87a8b20d8fa050,29.343537332220876,18.074342552774105,""
0x0e401c81611424eccd0428f309bcd41ba3057112,28.53542162732179,15.280272782467296,""
0x4dd762d5d18e8d5ddebc88b96b2a2a6bd2f76986,28.360600995133467,20.034524115583178,""
0xfa2fd281abc4b015d835ffdda995b3da6d5ccc3c,27.26481254007667,14.007297442464388,""
0x26f9fda1226ef940ac86569f8c01926151de3574,27.067956308746012,16.752396054621737,""
0x32fcabe57d160bd8ac7fd3473965e2c20779e4b0,26.867611114276855,16.517382093573183,""
0xf43fcc00922fd38faec80df2183a212e035e965b,26.76828814693694,14.321943204227262,""
0x75035382fb8b5c23f03640d3e948b3c33870d900,25.685768908297902,17.256337095659738,""
0xe97bbc1429c4568be854c94c081cc04ef2592a84,25.444144531531762,14.641591251296902,""
0xb7adc19d15e69a1d609b048428c47be18a11781e,25.419615760731592,15.353200078228213,""
0x2a032949055c2c5982a7766212e78b88d61feb62,25.02104433233066,19.11868005851119,""
0x9c8bd1f6e1f80afa2b31e743404378409a3d4add,24.34287468132838,15.983720173038993,""
0x18ce3793fee6be9fe0cbd9bf9c8adc7ae24390db,24.242132764596285,14.02292790436505,""
0x5c74232463eff5927ed704ca414e82a9e2422593,24.19196648433998,12.859796199980055,""
0x05c2974d048d90ec5bfa124b6369396727b900fd,23.13965765582783,13.228148922145714,""
0xb4765bee75a0fa0a2f66bf68ce1796c55854c154,23.037662945146273,13.169842043010576,""
0x09e4fef503c1c7c832b9ca87724fd49e63936859,23.017848551473406,15.262698035359536,""
0x06443ba1670b0ad8d54c8bb597218ea910c372da,22.94624919453904,13.323681346638065,""
0xe9503ec8940c8f2269c3232ef8f65fde37923803,22.891455975751754,14.167554151431126,""
0x01ef1bc000850e769fa4a9e920274dd3a62d28f0,22.874344917748598,13.362364630505478,""
0x00218c6d58bf5bf420b33a26f927fb5df0f8202f,22.72677774382861,13.905492596450252,""
0x9d9ed28e45d366f546d9c442c408ddaad8d408dc,22.396648775220996,14.808406608715208,""
0xdb989f2037b3b6377f0d1ab165b7b56dd1bf18fc,22.376859910653526,12.479714197221682,""
0x73cf47fd7176dc1ccce9b4de4487eeb853aeac3c,21.66667493705931,12.445305478647334,""
0xeeab1c3b6f441c9824a27c91e45b6a17586ce3bb,20.96233888486898,12.171728861408159,""
0x87cc596554edeff947b6801df16729a173b694fd,20.919491164457675,11.958955859023387,""
0xdaadb1a87292bf175b169e5c2c8868b17e32215b,20.852016418780206,13.940146406406084,""
0x9eaa8d8d690fa8f12efb8c1283b6ee565f41bf07,20.844509568392777,12.182302638622769,""
0x586532d2648cc6537e56b11bd84dd86a1f29eca3,20.563174438647035,12.017879979399556,""
0xc9595999cd02635dcaf4977f74492513f3574218,20.48681011238505,15.668919406086154,""
0x3db0f9566b1be58ac3aeefa33a3dca6cfeef5b40,20.10029717338013,10.574641721072812,""
0x9a4d690dd35b6b8c4e47f280b38f0e1e77f9fa47,20.00001814454765,11.50882044110757,""
0x3da967035e4772f78bcced47ed6cc5705eecff61,19.910573493424472,11.457350366342931,""
0xa7fc0240de289af2fb9e7ec32ec16e09f6fd915a,19.910573493424472,11.457350366342931,""
0xc99874af0f429baf9ac785698a7c6721c47fc41d,19.8904267480085,11.445757113087385,""
0x7a411b77b452312d66dcb17a698844a828e9f3e2,19.870753582828986,11.434436377079903,"yes (but no data on dune)"
0x73e4e6d777032e60ba7dd6bce05fac2c7faa4af7,19.76562917092368,12.250366842335115,""
0x7e66bef4e7ea96b9b968e0cb5db0e46de381359e,19.734492350887916,11.356026145641115,""
0x11cef9107c289e4533e30c1588af516cf36bada6,19.304862090656023,14.620151207116525,""
0x44069b9c5715ced28892a97b1c15ce9572699699,19.156959862309858,11.197348433511925,""
0xa4c57dd580d34b9f6e522d237de164904542c73c,18.745490725433168,10.786914555788625,""
0x905071905e413b250cc9e7fadcc0b76d31ef1d9b,18.243853291928325,10.940996242152584,""
0x4a8f7999b671f44071abd8c34b03df1826831c1a,17.906768266305036,10.490957743722934,""
0x266ca9f02e8395d7cc746cb6ec986c2e06c75a28,17.88143520652186,10.476115977986536,""
0x045df346b63413a48e6d5033d9bb72ad4ed8032d,17.74891004283868,12.538202781372144,""
0x097491b344de0c6b909a1806f802c80313ee3428,17.554841944131088,10.035501259164516,""
0x8a78b7e67a6dc4523ab7c5f5df2f72ebd11c2b2b,16.867647607961334,10.219766095809424,""
0xede438967779b5f04176413a9d6ac026e55aa3c4,15.403120315889744,11.769585845852617,""
0xb57a6b7a4c1fc6c36e9cb8bb2ed6523188101d95,14.970220648138763,10.008004184348588,""
0xab5d198d3b9162cc34071f3c10f7b5344ce3ae84,14.814560072811286,11.334242140426058,""
0x55dd7d8db617e34c37b43db2e1ef154e2558c6df,14.521445689174328,10.258254185192218,""