block_time,block_number,release_gold_contract,beneficiary,tx_from,tx_hash
2024-02-14 22:40:37.000 UTC,24056041,0x0a3cbf90327c93054ddf210fd6d5fa2cdfc875d0,0x57900C1EC6F8B8B88A9EF16DF02D989002D3223F,0xf772f744f0152b6b85095a39f1d5541839710c6e,0x9537e0a6c5af2bce2abf3cc47c4c3672887a230024821c5c060cf5531c551d28
2024-02-14 22:40:12.000 UTC,24056036,0x1a81539281d80deb1c2a042225be8bd4071c9539,0x1D8B3CF47E1A79B4AB1E2DCD0313C695E480E407,0xf772f744f0152b6b85095a39f1d5541839710c6e,0xed01d1a1a8f54cd6d6d816eeb69c02781833702a1df2a6717b513573403bc23d
2024-02-14 22:31:52.000 UTC,24055936,0x007722fdfa83dc997623617a4617014c2452502b,0x16EB996CF593FE80372BDE518EA3E16B397B89E2,0x0a2b8c88952b57ca0a84928fa27339f9690ff134,0x5cbba22d420cf0aa1858dffcb592c10e5e104167db976ffb8f93c21a2718223d
2024-02-13 20:49:55.000 UTC,24037433,0x670e94d7a79361b8a9b5599301c0f44ae7139d34,0x1490A504E23FC4C622AA09A5432B8B8CAD210297,0x1490a504e23fc4c622aa09a5432b8b8cad210297,0xa10cd1a6e123596555ad292ca5e97a57a88851e5bc392b5a425ec56af1a7bc1d
2024-02-13 20:49:25.000 UTC,24037427,0x17650cbf3b536b4ad14cd3347eb830e27b9c4396,0xD2BF1847E3385DBEE3032646662690E29CDB52C9,0xd2bf1847e3385dbee3032646662690e29cdb52c9,0xcbffa42a5de23c4f3d97d4536424e78c8b5c65ee1799d60e59f1adbbabf616b5
2024-02-13 20:48:45.000 UTC,24037419,0xa65c5c32b58012d188f56e9305437fc545f99614,0x725B0AE5E10B58F7D8123199008DC9619DF65FB9,0x725b0ae5e10b58f7d8123199008dc9619df65fb9,0x7d2d3a2f1c8a081738bc5bc683175611ec80cc353fad5db2b063b53056507f59
2024-02-13 20:47:35.000 UTC,24037405,0xda71a321c75a0fe76073384bc52f6d583eaec517,0xC9232C3409A099E828FD3FEFF7322F59659D3234,0xc9232c3409a099e828fd3feff7322f59659d3234,0xf22346a549c4eb6ad0dfcd19885a2b49b33b261b4dc2a1d161fd10e6b45fcc74
2024-02-13 20:45:50.000 UTC,24037384,0xdd431a27adce5b957fe2fe877a65f0e6304d68a0,0xBD1DD0EB25B66F74D3609317CFD6E738FDE4386D,0xbd1dd0eb25b66f74d3609317cfd6e738fde4386d,0xbce5ad7f69f077adedd4afcea2cf8a1dad188ccdaf91322561cb9f69f8054d30
2024-02-13 20:43:30.000 UTC,24037356,0x9eb1d96b5f0bdd3114ea1461182c688178ae6c4c,0xB42A436041FADB55D2F23D7F8E71785A65A0770E,0xb42a436041fadb55d2f23d7f8e71785a65a0770e,0x5f95a5c10b7e6bb7be4cc9ddbd2cf31640745efa6d8d0802ad498c84f1c525c6
2024-02-13 19:51:30.000 UTC,24036732,0x2edfe9e0c9ea37e9459da3b846e7f1bcce062494,0xEEAD2F99EF87768A714AA89D2E17A6CF5F686198,0xeead2f99ef87768a714aa89d2e17a6cf5f686198,0xb1a33f3571eb8dc70143b1ee800e7337ba7015b368666fab32c0c5453f083d6f
2024-02-13 19:50:10.000 UTC,24036716,0xc3722118ccf6dba9fe35d8bedb09332c85174d57,0x1A8B884E1E085564A822E7B0442DB61BE2DCAE7B,0x1a8b884e1e085564a822e7b0442db61be2dcae7b,0x604cda171ac0acf6fa8e966f08f3ab6499e7a40e9d4a97c2ce4af0fb8d3b1a4e
2024-02-13 19:49:40.000 UTC,24036710,0x6964a0c39fa7f63c59f7dc77ac1802f24e2649aa,0x5837FFFBADDA45ACFA4FD136B2EB7AA98269D7E0,0x5837fffbadda45acfa4fd136b2eb7aa98269d7e0,0x266104a454af58d2a56042368a3e509ffa05b22167ce56efe7e8727ee77bb824
2024-02-13 19:46:15.000 UTC,24036669,0x822d6b9bba2a3e460f3ab45faaed98993522a8f0,0x80E370E636A6C29E77F3885F4BD46CB9159B672E,0x80e370e636a6c29e77f3885f4bd46cb9159b672e,0xb213f945a3357974e6788b82cbeee94ad6cc6f3f5ada310b39bcbbd076e04199
2024-02-13 19:45:40.000 UTC,24036662,0x7dbb949346aeda9233218831455d57eb8344af82,0xAE993DE006348D86324D7A7385898C9C81D4B612,0xae993de006348d86324d7a7385898c9c81d4b612,0xdc1c32e4f49e72a979c0107a4d38b3807678e08b0c2ff770d1fcf2c69a9690fe
2024-02-13 08:21:16.000 UTC,24028450,0xbb25184b9e3a8eca942d01ebb2e5e35ad8081bc5,0x5587FA20D85CB1A230E9F8DE1DFF8D9A7F8AED5E,0x5587fa20d85cb1a230e9f8de1dff8d9a7f8aed5e,0xaa462105372a2dcb832c59d073d8ceb3caaeaae920b942703b589bb5cc952b7e
2024-02-13 08:19:26.000 UTC,24028428,0xa2d20dd35889b6594c1dfb2f8ae2763aa406aea9,0x5587FA20D85CB1A230E9F8DE1DFF8D9A7F8AED5E,0x5587fa20d85cb1a230e9f8de1dff8d9a7f8aed5e,0x58e78fffe1208f49285ede1443899e66bcc56edcba39b8826374a5a10e5a5324
2024-02-08 06:25:08.000 UTC,23940687,0xcd37c8b0f8a71a6e3febd14ad86971b1bc5e3876,0x88227BF5FFF20F53366A645C4E78AC31A141EF88,0x88227bf5fff20f53366a645c4e78ac31a141ef88,0x537e83397aca161d539b3869c47d4404179dc87bbb99de629a9b24d0c6804cbd
2024-01-30 22:44:08.000 UTC,23796944,0xd136f21f87c7d36cc0b488fb9b21d14fa86d27dc,0xB3A7DB328E8521E3940010D07183F7768C3DB3D8,0xb3a7db328e8521e3940010d07183f7768c3db3d8,0xcdee29d65631cdcfeb242600d3b52f72cfe17c47a66868743de05ff2463c029f
2024-01-23 21:01:24.000 UTC,23674764,0x282f95ada81610be70d7e1e8557f96866404a632,0x8EB4BD2E9F1ECF3DB516CDA31CE4B34969E4CE54,0x8eb4bd2e9f1ecf3db516cda31ce4b34969e4ce54,0x483ee597f49a5dd082e8af8502aa72a7d801677a7814d9f66a066f6cb5fe59aa
2024-01-19 13:41:28.000 UTC,23600373,0x7e788daf106e75f466da2615e54cb5ee4dbd6461,0x800FD4DD74C5B3047D62757FD8F7A8577D19625F,0x800fd4dd74c5b3047d62757fd8f7a8577d19625f,0xb5f3523f5db669ea47f18b05f6daf1a3f99a1d7f865a6c62e86f1de8055f4e05
2024-01-03 03:28:41.000 UTC,23316573,0xae89e059f87bd83d60e761c71ed481dd23c212de,0x204DEB6BBABDABAED34F805B5A75304D837AB662,0x204deb6bbabdabaed34f805b5a75304d837ab662,0x3abf021abece4d6dc0126c694f6e639ce85a669987c184bfaf8019ccf0d80b91
2024-01-02 19:11:10.000 UTC,23310603,0xd09e6f00039bd88f5794b9dfab61f4cc205f627d,0x9A96A3E185332ED5D91132FCE06814E58A642BB1,0x9a96a3e185332ed5d91132fce06814e58a642bb1,0xd7c5ee76810db726fdce27053ac119ca823200fb1b8e81d386a4b2ea1e515921
2023-12-27 20:19:08.000 UTC,23207742,0x3dbd15c29bcde617df3c4611b8c127108e5a667a,0xE87A4364932BE5F3CB3AA76C1CEE278DD3905B03,0xe87a4364932be5f3cb3aa76c1cee278dd3905b03,0x5b80114293ce80af8feb01d0c801cad1c7dd7af08d05686ca0a4b2002e8a1b98
2023-12-22 17:16:07.000 UTC,23119147,0x17e1796726b3a342a3405d5261b4755a07c3d55a,0x7BB25579370A2B262DCA76199B35185F762C1567,0x7bb25579370a2b262dca76199b35185f762c1567,0x2fdb4e0d406895b5e95c106fe50db23d7b02f7e7302b25fc7bde6c0601c70d96
2023-12-16 01:45:32.000 UTC,23004301,0x4e5e2a79d165667f1f391de62f0e68736954f27e,0xD6F64F797CC3A1B2B42870E3C563DC2ECFAFD51B,0x62c382e980dc3dc6f992be4dac993d4577af8d80,0x809b59154ad62881266b43bbe4b0c4428c2277f08eba6d6297380c23e2e0c5c2
2023-12-15 22:52:52.000 UTC,23002229,0xde3b7471f29e9c7f81fcd5e5b3c74df508d969df,0x3BE11291E818452D34D12B71C41ACCA0E6878567,0xf772f744f0152b6b85095a39f1d5541839710c6e,0xec84ab7d6b897162966a7d68b94195594c3a53e6d45ed4a5b008f51f2bd2bcca
2023-12-15 22:51:52.000 UTC,23002217,0x9429f734c6aa2b0aa21c21eb708a8aba4feeece9,0x569EC78044061EBFC115A38FEF492C2060961561,0xf772f744f0152b6b85095a39f1d5541839710c6e,0x8d0528eb75cd766c741d2edf3c4930f7451eb4e1a7c6aa9fb8a7eae2fa65a798
2023-12-15 22:51:27.000 UTC,23002212,0xd7aa9c84835e648ea8611edb5f917fb281dfe3cd,0x90F150A4C3A7319596B8B73790E058988C54BA82,0xf772f744f0152b6b85095a39f1d5541839710c6e,0x1717306148ae3d936001d9dfaddda6ececaf57ed094108b49e2281a5fa027119
2023-12-15 22:51:07.000 UTC,23002208,0x88c462e6cafbe932a7f07e86d984f0801aa7afb9,0xFBA6DAE657F4870B8DFCBD02908B53A9FDBC0535,0xf772f744f0152b6b85095a39f1d5541839710c6e,0xe2d534e956eeb96d595798e72bd0e550c5f3395535b227105ba23183903c1761
2023-11-13 01:24:04.000 UTC,22434008,0x2b92cf46bed52585ae60ed239b4a14c45947cfd4,0xD278922E7AA52ADE7975942D08A3E5EA4DEE4280,0xd278922e7aa52ade7975942d08a3e5ea4dee4280,0xb50ef5b567ab7d4a6705e728274ad1cc3f20aa559b9e0ea9df8b080c94b054ab
2023-11-02 23:55:13.000 UTC,22260143,0x2d0078cbf9026856ea5a0fc54dd78e10da83c633,0xF02106BAAEBF4965D08BD32B46F5BC19CAF49B72,0xf02106baaebf4965d08bd32b46f5bc19caf49b72,0xf3521dbfd597f50be1e08ec9eef5002564918543db854198230f377a7e5264de
2023-11-01 00:49:13.000 UTC,22226231,0xcc5df0f229f4e8fae17068eef24d2e81fe010455,0x5CA621B88F8F3919EB4B9324CC780A3DF34F95FD,0x5ca621b88f8f3919eb4b9324cc780a3df34f95fd,0x2a8ca9144c0797f6fee54e7d45614c28da8755067a33551698ba2a851197922a
2023-10-05 22:50:22.000 UTC,21775527,0xce9981359e4765c03c5f65a5bd5cebcc1ac4835e,0xCA62BE656154B43898C1AF6961D54A7C8ED5FC5E,0xf772f744f0152b6b85095a39f1d5541839710c6e,0xb74f8569be336af7fb092c6a3350907118c2323528e9c5caf888c35fa472768f
2023-10-05 22:45:37.000 UTC,21775470,0xe4bb80744b8de09488704cdc66b9b6783b91fc57,0x26D05F46299E70B3987BC1B4D2AA50CA1D552930,0x0a2b8c88952b57ca0a84928fa27339f9690ff134,0x7721110f0a12aa6a83d5adaec30019460a975c6ef714a9ba106cf9d4fcd6b3f3
2023-10-05 22:44:22.000 UTC,21775455,0x86526b920972563b9cf896d9e6e7cfe43139e28f,0x7EE0C96C5DB0D2771AE29B85BA487C4F66114764,0x0a2b8c88952b57ca0a84928fa27339f9690ff134,0x5f381f75b5dcf1750f868330d2850445b7e3b5c2e623f9e5bfab67b61530c3b8
2023-10-05 22:36:02.000 UTC,21775355,0xf0e4c4372a2b9acb20da8195536600981cb3a805,0x285DB1B0455C84CB1381F9FD2B5FC3044D5BB447,0xf772f744f0152b6b85095a39f1d5541839710c6e,0xeb55520a9ee4fd4f88a5243c024720c4630a557b85967580657ca13be9e2dee2
2023-10-05 22:35:37.000 UTC,21775350,0xb438084bc65f1ec7a01853ec2cc262a9a3e32631,0x05FE2FB712000E51D63974A76CAB7E267D48B68D,0xf772f744f0152b6b85095a39f1d5541839710c6e,0x775e0977944458b42da258a1de3cc5b4ffedfc626897eace32473319b0488e15
2023-10-05 22:28:37.000 UTC,21775266,0x03bb5a2ad06fa075113be17c26ec3424880c19aa,0xBFE072806F85D775F8DA38CC179960B68508775D,0xf772f744f0152b6b85095a39f1d5541839710c6e,0x209429cef6a8a856cdfbaab1df6bc7d908928fb368994de539c44772ac1f9696
2023-10-05 22:28:07.000 UTC,21775260,0xc6b87d361596e6ca611f8530becc3dadd1640cef,0x259FE26943D2CE2E7992FA236E72B1035B10E20A,0xf772f744f0152b6b85095a39f1d5541839710c6e,0x9121cf6b8eb7665e44492c8407fea57d6caf61ccba9cdae40fd2ca94e9d1ef1c
2023-09-28 22:08:04.000 UTC,21654061,0x97c4efd0612ac0e9eada06e65112480b4d0a129b,0x39E06121EC79D0A681F25684AC22DA80EE532206,0x39e06121ec79d0a681f25684ac22da80ee532206,0xac80d6f817f8d57f7f487c6b9023b29b610eeed8117426cfe6d1e26e21230ba3
2023-09-13 13:41:41.000 UTC,21388791,0x0779dd41afbca9acb964cb6146885ba4a0ade460,0x32CF622EF10E5769977FB05AA0C4A6F7C4426303,0x32cf622ef10e5769977fb05aa0c4a6f7c4426303,0xb386716c43baebe99df29a139ff6b66faf4f2f2e2109526260b5f151291823e9
2023-08-31 22:46:44.000 UTC,21170704,0xc06e78dcc04190e78cc4898234a7c84880ca0da8,0xE9A0CC16F9A79C94B3A8A7A1CA5B77A717A9F27C,0xe9a0cc16f9a79c94b3a8a7a1ca5b77a717a9f27c,0x5c60e3857ebb79c592ead2cfa0dd501615ce252a8dcd2ed6407b53f584523ba6
2023-08-02 23:45:13.000 UTC,20670294,0xd739d523554a3db22e9a91e9d01afbc89eceed28,0xDF7B6A9663A6B6FDE07B4F7807628AE4A906D96D,0xdf7b6a9663a6b6fde07b4f7807628ae4a906d96d,0x47a836d811ac5da810624975faf1de7502ffdbfe532fe882c784f3543827666e
2023-08-01 15:51:03.000 UTC,20647325,0x9910d93a8cd00c9de33ad789ea1d8b2feac9e064,0x52D68FE4C140FEBB922A49514F325031D9366B07,0x52d68fe4c140febb922a49514f325031d9366b07,0xa4f8584a653d967ff7abc07370ca02735d2c202072a26346e24b2e85c3cb7afc
2023-07-25 20:00:01.000 UTC,20529367,0xaae9f9850a2f742fada295cb5816463fa59e8f5a,0x0ACDDBF1E8871A502656FECBD24C63B751E4A85F,0x0acddbf1e8871a502656fecbd24c63b751e4a85f,0x29bc829652bf51b1f3c7d2c68f95c52c283887b9bd8db57dd3e96166b23cd3cc
2023-07-25 19:58:11.000 UTC,20529345,0x99fd11191c8de6e6f90935a848d6003007dbaf7a,0xF4F957F8696B4587E55E73D2DF6692CC2E54D822,0xf4f957f8696b4587e55e73d2df6692cc2e54d822,0x1821cacde13d7cabc4236126741ffbb25f594d1488556c4932934f6060634ab9
2023-07-25 11:11:52.000 UTC,20523031,0xf05ab382ff0a390c1544a8b13cb5efb7cd2ebac5,0xB01D6391E810AA226D921573EF03EBDF4459DD78,0xb01d6391e810aa226d921573ef03ebdf4459dd78,0x7732da7ec22dfdfc4b498b665cf682c6690e9e0bf237d826b2ceed3dc269817e
2023-07-13 23:52:47.000 UTC,20324816,0xe79e51c0269c8b5bbce6f0a0f6f0cee24228dbba,0xDDEE51A79C8AE61109F880BC6BAFAD5F19F32AB3,0xf772f744f0152b6b85095a39f1d5541839710c6e,0x7ac5875ae9a1f5bb0df3c961032cf7ebae35faa750d49fe89748c73b7a9b6c28
2023-07-13 23:49:42.000 UTC,20324779,0xf270f54247a9eea87e6f0e94b5de1d5e9b431e78,0x47C10F6AE8BD05293CF03301131D565FF9C8AE86,0xf772f744f0152b6b85095a39f1d5541839710c6e,0xb888e0b6334dde020539c883e55cbd2261b6f6c6e45c8c0165e9e44037d8f239
2023-07-13 23:49:17.000 UTC,20324774,0x59cd76f78a1761bb3a3e7417a02f5c948f9b00bc,0xA65291984B3F3F3538291BCE8426B5CF4004DF34,0xf772f744f0152b6b85095a39f1d5541839710c6e,0xc25cb17a365b7b9250cae346d0b504f4f414ccd2c8a1c57453178835af1e91e9
2023-07-13 23:48:27.000 UTC,20324764,0xc6db8102b4db1194cae39d5a11aa479f1d9702bb,0xCFB839BE1479C6B7E89F99A762BB68A27D873492,0xf772f744f0152b6b85095a39f1d5541839710c6e,0x567548e71aa21b31d88f0a13b78c9e1f3138333a2877f3c687ba6fd4aa773b1d
2023-07-11 00:53:53.000 UTC,20273711,0xdc6f5fd8b8bce5ff549c87c983d141b4dc030bf4,0xA48E1E545DCCA252CFFFD55AEC0D4E76EA4FCEFE,0xf772f744f0152b6b85095a39f1d5541839710c6e,0x9690f9e4b9dd82e0f5a8bc6f1e6b7463d852be7f9acfa5eb7332a1d0948f92c4
2023-07-05 16:38:04.000 UTC,20181362,0x404ffc1183e4bd64593213d29d201e2a9fa12f2c,0x73681CF0922C359347A35A54B2AC7B931E3F15B0,0x73681cf0922c359347a35a54b2ac7b931e3f15b0,0xbedf92e8b51bce731eef283ca1062317d7c6dc76f1e86f3f0249c903f21a99fc
2023-07-05 16:38:04.000 UTC,20181362,0x5f2117c3ec7604fbf48b8b80b80aba5fa39ba7ac,0x5F7C9FA68A0082EC9483F0789C11662F7E38242E,0x5f7c9fa68a0082ec9483f0789c11662f7e38242e,0xb1411e97f44c146aa603df843d4f8b779d3f05f6ed7daa534a3c542743a65abb
2023-06-27 16:04:07.000 UTC,20042715,0x52e6bd876ae54313f81f1a21ec53dc2a18e6fbf9,0xA0B4AAC2B00E03B45161B34DE6CF6EA0FADEF9FD,0xa0b4aac2b00e03b45161b34de6cf6ea0fadef9fd,0xb717d9fe9d5b4ca3113c4d58c5802867ff7ab2f916526639a373331bf44653f0
2023-06-05 19:22:55.000 UTC,19664946,0x8223a32ed93cf9c89ccdb159c13c8fb485a61665,0x75E253495A25BDECBCA3120ED4013086FBD9BFEE,0x75e253495a25bdecbca3120ed4013086fbd9bfee,0x199e03e7cc390338c635f79872710ef0a5f0ff768b1336590032b2499968aafd
2023-05-26 22:36:53.000 UTC,19494475,0x119f742071d279a0daad1c496db1b502bb0436c7,0x13EE0389FCB851F54B58EE46AFE27A82E38A32A1,0x13ee0389fcb851f54b58ee46afe27a82e38a32a1,0x189653848cc1a13e237483af7e8349f463884caa774a6e25c7453f18b69976f3
2023-05-20 00:11:40.000 UTC,19374653,0xe647510c249c669c727eab2914eede00806adb0f,0x53673EAF4FCD0D046C6201EFB6EDA7D515483B4D,0x0a2b8c88952b57ca0a84928fa27339f9690ff134,0x1655a4488be7b6e87a5258b7361926a708298e8091b7c751c956dbdf45b06a25
2023-05-20 00:06:55.000 UTC,19374596,0x38777e54f9d386514a6692dddba8a490676ed60a,0x83409C3801C4A1F9288C56AA28D8039A16A395DD,0xf772f744f0152b6b85095a39f1d5541839710c6e,0xcb08f9e2b79e883d32c5be7c9a090964a474f401c2833df80374d2ce2fe3376c
2023-05-20 00:05:55.000 UTC,19374584,0x0cfd558fd27a1d11a3d5d7023c148bbe3de42d6b,0x50B8CA9D51A7B55F3F53118D3A990AFA2EDC2036,0xf772f744f0152b6b85095a39f1d5541839710c6e,0x7f8a3d09785b9ed3dbd59c4dd2dbc320009f57a8bb695c3d8f2ed428fc8bc9ea
2023-05-20 00:05:30.000 UTC,19374579,0x5659ad288c52203f744fbfb0284a3d8daaa35d09,0x50B8CA9D51A7B55F3F53118D3A990AFA2EDC2036,0xf772f744f0152b6b85095a39f1d5541839710c6e,0x1149f530a1dbc0274dff386d0feeb1ba82620be10ec09c663ef324a937f537fa
